product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
392,Beauty products,44,2017,3,550,36,10,16
392,Clothes,35,649,4,400,21,4,17
392,Electronics,59,2011,5,1250,35,20,20
392,Sports equipments,47,772,1,1850,40,30,30
392,Sports equipments,63,1144,8,400,22,14,22
392,Office furnitures,46,373,3,15750,68,23,68
392,Office furnitures,59,320,1,420,26,12,21
392,Home construction,52,729,1,350,16,10,11
392,Beauty products,25,472,2,500,16,12,14
392,Home construction,30,138,1,100,22,10,19
146,Beauty products,52,671,6,1300,25,30,40
146,Beauty products,55,97,1,50,16,10,11
146,Sports equipments,23,565,1,1029,20,15,17
146,Sports equipments,56,561,1,600,35,27,27
146,Sports equipments,53,763,1,875,22,15,12
146,Computer accessories,51,759,6,900,55,20,22
146,Home construction,40,529,3,650,51,11,12
146,Home construction,59,396,1,500,25,2,20
253,Computer accessories,54,1368,4,1625,16,23,21
253,Sports equipments,31,259,1,450,19,12,12
253,Computer accessories,46,339,2,150,18,15,16
253,Office furnitures,34,1043,2,600,24,18,23
110,Office furnitures,57,234,1,5350,91,19,33
110,Agro products,41,253,1,400,18,7,14
110,Office furnitures,56,771,4,274,17,20,16
110,Home appliances,44,253,1,600,16,20,11
110,Office furnitures,32,253,1,4050,40,15,23
110,Home appliances,53,981,3,600,21,30,21
110,Home construction,59,1236,1,950,23,18,23
110,Books,54,530,1,2600,35,20,20
110,Books,49,893,1,1400,90,27,20
110,Beauty products,45,723,3,300,16,2,11
110,Beauty products,56,651,5,7200,72,4,44
110,Books,53,117,6,1950,40,16,16
110,Office furnitures,,,,445,17,12,29
110,Home appliances,58,298,5,5250,30,52,20
110,Computer accessories,51,215,1,2400,40,6,30
110,Beauty products,44,333,3,100,16,4,11
110,Agro products,59,444,1,150,21,7,14
110,Home appliances,32,347,1,11650,40,30,30
110,Home appliances,57,1016,4,445,23,12,14
110,Home construction,43,299,1,100,16,15,11
110,Home construction,47,2164,1,15300,58,28,56
110,Computer accessories,55,486,1,1800,22,63,22
110,Office furnitures,49,194,2,1100,30,30,30
110,Office furnitures,51,475,6,200,16,2,20
110,Stationery,,,,9150,49,32,35
110,Agro products,45,568,1,150,16,7,15
110,Electronics,40,280,1,408,20,14,17
110,Home construction,39,235,2,9400,75,15,50
110,Clothes,57,485,3,1500,30,12,30
110,Sports equipments,40,144,1,300,22,10,11
110,Office furnitures,45,507,3,1200,32,40,28
110,Clothes,49,375,6,200,29,7,16
110,Sports equipments,59,668,1,8950,30,35,30
110,Stationery,55,476,1,460,18,12,15
110,Office furnitures,50,492,2,1125,43,13,11
110,Clothes,49,190,1,133,18,11,14
110,Computer accessories,46,456,1,529,20,18,16
110,Computer accessories,60,813,3,800,16,7,12
110,Books,60,899,3,1450,20,30,20
110,Clothes,45,723,1,300,16,22,11
110,Beauty products,58,275,1,1000,45,8,35
110,Beauty products,35,181,1,2958,35,23,29
110,Beauty products,55,330,1,1000,20,20,20
110,Home construction,54,691,3,7850,25,52,37
110,Books,57,802,2,2200,36,31,19
110,Beauty products,33,575,1,6700,34,40,34
110,Home construction,28,763,5,175,21,16,18
110,Home construction,36,493,1,400,16,3,33
110,Books,58,1632,3,600,16,21,18
110,Sports equipments,60,269,1,2150,34,8,32
110,Office furnitures,35,104,1,500,25,37,36
110,Agro products,59,395,1,2000,16,10,16
110,Home construction,58,1083,1,383,22,14,17
110,Home appliances,47,808,1,1255,18,17,16
110,Sports equipments,48,350,1,100,16,3,12
110,Clothes,51,668,1,300,16,2,16
110,Home appliances,56,2043,5,2900,69,11,11
110,Clothes,56,715,1,1100,28,10,20
110,Beauty products,54,2312,1,3550,16,105,11
110,Sports equipments,47,574,1,270,26,16,21
110,Sports equipments,41,229,2,2800,60,15,15
110,Computer accessories,58,818,5,300,17,4,12
110,Beauty products,58,644,1,300,35,46,35
110,Agro products,55,162,3,250,16,12,13
110,Office furnitures,45,361,1,100,19,4,11
110,Office furnitures,55,348,1,13800,75,20,55
110,Sports equipments,63,1829,10,5800,54,36,15
110,Sports equipments,47,718,1,425,27,10,25
110,Sports equipments,62,313,1,3500,45,15,35
110,Clothes,48,424,1,200,27,5,20
110,Home appliances,23,438,3,650,18,21,20
110,Clothes,53,210,1,675,35,20,35
110,Agro products,52,397,3,200,19,4,20
110,Clothes,59,620,2,750,35,8,30
110,Beauty products,32,1074,2,200,39,2,30
110,Beauty products,64,3322,1,1600,53,8,11
110,Beauty products,48,265,1,725,46,12,29
110,Electronics,56,563,2,300,16,11,11
110,Computer accessories,60,3860,1,245,26,8,17
110,Computer accessories,56,1317,3,950,42,25,15
110,Beauty products,60,1709,1,300,16,12,12
110,Home construction,55,838,1,200,21,16,17
110,Beauty products,53,566,1,800,22,5,14
110,Home construction,52,832,1,200,22,5,12
110,Beauty products,41,1104,1,150,19,8,13
110,Home construction,47,1370,1,231,12,12,10
110,Clothes,56,316,3,600,35,10,20
110,Books,44,78,1,200,20,13,15
110,Clothes,41,960,3,200,20,25,25
110,Home appliances,52,517,2,2850,35,30,35
110,Office furnitures,63,176,2,500,47,19,36
110,Beauty products,42,848,1,4727,56,59,31
110,Stationery,40,754,1,3148,27,20,24
110,Home construction,27,282,2,300,20,10,15
110,Sports equipments,57,854,6,2050,20,20,20
110,Sports equipments,42,647,1,2700,98,15,15
110,Books,47,427,3,138,21,4,11
110,Beauty products,53,685,1,1075,24,29,22
110,Home construction,59,298,1,1700,30,14,30
110,Home appliances,29,2084,1,100,16,10,16
110,Beauty products,48,969,3,400,20,11,11
110,Sports equipments,45,1031,1,400,16,16,16
110,Clothes,29,1586,1,1450,30,30,30
110,Housewares,60,1076,4,7000,35,4,21
110,Home construction,31,211,1,850,51,16,20
110,Home construction,53,1502,4,1250,18,21,27
110,Beauty products,46,2206,1,16650,58,28,58
110,Office furnitures,35,776,1,635,20,17,17
110,Home construction,46,1228,5,150,28,14,14
110,Computer accessories,45,956,3,6950,31,32,43
110,Computer accessories,45,638,4,550,17,27,17
110,Office furnitures,35,316,1,550,20,20,30
110,Clothes,26,70,1,1000,20,5,51
110,Office furnitures,47,602,1,675,20,16,16
110,Home construction,58,164,1,1450,35,15,25
110,Home construction,33,253,1,1000,37,19,19
110,Office furnitures,39,419,1,100,16,6,11
110,Home construction,63,181,2,5300,100,7,90
110,Sports equipments,51,607,1,783,17,15,14
110,Sports equipments,44,696,1,225,25,13,16
110,Sports equipments,27,472,1,300,21,9,13
110,Sports equipments,59,507,1,15350,34,34,56
110,Beauty products,51,333,4,900,30,20,30
110,Home construction,58,651,5,4200,78,4,47
110,Home construction,49,411,3,10700,40,100,16
110,Clothes,59,473,1,600,30,3,20
110,Clothes,59,788,1,5650,56,35,20
110,Clothes,57,689,4,1450,30,30,30
110,Clothes,60,487,14,700,20,10,20
110,Clothes,56,1451,1,1540,47,19,19
110,Office furnitures,58,495,3,1350,30,14,28
110,Beauty products,56,212,3,458,20,13,32
110,Beauty products,38,308,1,1050,36,10,36
110,Home appliances,59,586,6,12250,80,10,76
110,Sports equipments,62,630,1,950,35,7,24
110,Computer accessories,57,216,1,1300,40,6,32
110,Home construction,39,524,2,500,32,4,12
110,Books,56,1803,4,800,66,10,11
110,Books,52,914,2,4350,20,20,20
110,Beauty products,47,630,3,1100,22,30,22
110,Clothes,56,855,5,1950,30,25,30
110,Office furnitures,48,488,1,200,16,11,20
110,Office furnitures,55,635,1,103,16,10,11
110,Computer accessories,57,675,1,1350,19,17,23
110,Home construction,58,912,1,400,18,8,16
110,Home construction,60,540,1,3400,21,17,15
110,Home construction,24,234,1,850,16,14,15
110,Home construction,55,1524,1,2175,30,27,23
110,Sports equipments,50,625,3,550,33,27,26
110,Home construction,56,627,4,600,16,10,15
110,Home construction,53,2315,3,1350,22,30,16
110,Office furnitures,54,356,3,550,43,16,27
110,Agro products,36,398,1,900,28,18,14
110,Beauty products,57,821,3,21300,20,20,20
110,Beauty products,63,461,2,800,80,10,60
110,Beauty products,39,82,1,150,16,2,11
110,Beauty products,62,310,2,600,20,14,20
110,Beauty products,57,492,1,1200,60,20,60
110,Home construction,57,507,1,1900,25,25,25
110,Home construction,59,1311,2,50,18,6,11
110,Home construction,54,718,1,300,16,16,16
110,Home appliances,55,2039,6,200,16,3,12
110,Agro products,59,81,1,500,20,2,15
110,Sports equipments,54,314,1,1400,19,28,17
110,Sports equipments,55,65,2,850,36,20,11
110,Clothes,58,626,2,900,50,7,38
110,Books,28,736,1,856,25,16,18
110,Books,57,70,4,900,39,30,29
110,Office furnitures,41,243,1,400,44,13,44
110,Office furnitures,34,318,1,250,29,8,23
110,Electronics,52,485,2,500,35,8,35
110,Beauty products,,,,1000,32,3,23
110,Housewares,23,468,2,800,16,5,16
263,Sports equipments,53,277,4,200,16,10,11
263,Clothes,58,533,3,742,37,32,29
263,Agro products,45,406,4,9950,77,18,43
263,Books,41,688,1,600,17,19,15
263,Home appliances,35,355,1,300,18,11,18
263,Beauty products,57,815,1,2200,16,16,16
263,Books,58,622,2,700,40,20,30
263,Books,61,1054,4,100,29,5,15
263,Beauty products,43,478,1,17533,58,58,59
263,Home appliances,53,253,1,1550,40,20,20
263,Beauty products,48,388,1,15200,23,102,32
263,Home construction,58,1005,3,200,30,10,15
263,Home construction,49,386,1,10400,40,30,40
263,Home construction,59,921,4,350,42,27,42
263,Home construction,47,590,4,133,18,8,12
263,Home construction,20,287,3,100,19,3,11
263,Beauty products,37,974,1,400,16,16,16
263,Computer accessories,58,1160,6,410,24,22,17
263,Toys,34,240,12,200,29,7,16
263,Books,54,1497,7,700,22,6,11
263,Beauty products,45,283,1,1164,41,18,37
263,Books,30,621,2,400,23,8,50
263,Office furnitures,59,81,1,700,20,2,15
263,Clothes,34,308,1,1900,58,15,46
263,Computer accessories,25,388,2,500,23,23,23
263,Beauty products,59,322,5,600,24,5,18
263,Beauty products,60,143,2,150,17,7,13
263,Home appliances,33,269,2,2000,30,10,20
263,Home construction,31,486,1,500,25,15,11
263,Home appliances,51,314,3,500,20,15,17
263,Beauty products,40,117,7,3200,20,30,30
263,Beauty products,40,786,1,200,20,3,18
263,Beauty products,40,324,1,750,36,4,29
263,Computer accessories,52,39,1,300,16,5,16
263,Computer accessories,50,1490,3,550,100,6,50
263,Computer accessories,56,505,3,400,20,6,20
263,Clothes,54,785,4,3950,65,15,15
263,Computer accessories,39,716,2,1280,29,24,22
263,Home appliances,60,762,2,2133,17,15,17
263,Beauty products,55,1139,4,4853,37,53,39
263,Beauty products,59,339,1,8525,29,9,29
263,Agro products,,,,10600,40,40,30
263,Beauty products,46,1047,2,700,21,8,18
263,Home appliances,63,1774,10,6900,19,69,38
263,Beauty products,36,518,1,517,22,20,21
263,Books,45,456,1,175,22,11,16
263,Clothes,,,,2000,80,60,11
263,Sports equipments,16,373,1,300,21,11,21
263,Books,59,1786,1,17900,35,2,35
263,Office furnitures,52,577,1,457,19,12,16
263,Office furnitures,,,,15500,51,50,36
263,Computer accessories,58,331,4,300,16,5,12
263,Home construction,46,735,1,175,22,7,14
263,Books,37,1069,1,7563,58,65,30
263,Home construction,59,1977,3,1450,69,11,11
263,Clothes,54,347,2,125,19,16,16
263,Clothes,55,726,2,300,16,8,16
263,Books,27,830,1,1000,20,30,20
263,Beauty products,41,561,1,1450,24,21,16
263,Clothes,32,3831,1,150,16,16,11
263,Computer accessories,48,669,2,14800,80,10,50
263,Sports equipments,43,595,1,1050,30,30,30
263,Sports equipments,51,127,3,2100,43,30,11
263,Sports equipments,19,423,2,450,32,8,24
263,Sports equipments,60,270,1,6600,55,25,35
263,Sports equipments,36,339,2,400,25,10,36
263,Sports equipments,,,,6250,28,34,40
263,Sports equipments,60,1015,1,1200,27,10,14
263,Computer accessories,53,676,4,15800,50,40,50
263,Beauty products,36,474,1,12050,35,60,25
263,Home appliances,48,411,1,400,25,12,20
263,Computer accessories,45,211,1,150,16,16,11
263,Home construction,,,,200,16,2,11
263,Clothes,60,3160,3,9850,58,9,27
263,Stationery,51,1436,1,300,16,16,16
263,Home appliances,55,397,1,1500,30,15,20
263,Books,43,287,1,350,19,9,17
263,Clothes,52,85,1,250,25,7,20
263,Home appliances,63,999,10,1400,55,18,45
263,Home appliances,44,247,1,200,16,8,11
263,Electronics,60,1617,4,250,16,22,11
263,Electronics,56,1099,3,9300,33,29,41
263,Electronics,57,768,4,500,27,10,15
263,Electronics,43,727,1,800,19,49,34
263,Home construction,52,738,1,950,50,19,45
263,Beauty products,55,634,4,675,47,11,35
263,Beauty products,37,2475,6,1100,20,26,20
263,Beauty products,40,1156,1,310,17,14,12
263,Books,60,340,1,800,40,7,34
263,Agro products,57,722,3,200,16,10,27
263,Agro products,55,130,1,1900,40,10,35
263,Computer accessories,58,535,5,600,30,11,20
263,Beauty products,53,627,1,18050,70,40,37
263,Beauty products,58,1288,2,1300,18,25,11
263,Computer accessories,63,682,8,1700,43,36,25
263,Books,61,881,4,6800,40,40,40
263,Sports equipments,13,850,1,450,60,3,24
263,Beauty products,48,118,1,100,24,8,18
263,Home appliances,50,500,1,300,25,2,17
263,Computer accessories,45,308,7,750,21,18,21
263,Computer accessories,52,1561,2,6950,16,104,35
263,Beauty products,56,703,6,6300,47,19,23
263,Home appliances,56,101,1,150,18,8,13
263,Computer accessories,38,1531,2,750,30,40,50
263,Clothes,43,502,1,700,16,22,20
263,Sports equipments,48,1470,3,200,35,2,25
263,Sports equipments,58,477,3,400,17,4,12
263,Clothes,49,370,2,300,16,10,12
263,Agro products,46,47,1,1100,49,46,46
263,Home construction,51,446,1,700,16,10,16
263,Agro products,53,830,1,100,16,5,16
263,Office furnitures,59,230,2,600,16,20,20
263,Stationery,46,859,2,450,26,12,18
263,Clothes,47,746,3,500,24,11,16
263,Office furnitures,15,224,1,150,31,12,21
263,Clothes,57,821,1,550,20,12,12
263,Agro products,52,348,5,250,18,9,14
263,Agro products,39,401,1,5075,51,43,46
263,Beauty products,54,609,1,200,21,10,14
263,Computer accessories,49,481,1,175,16,16,11
263,Computer accessories,52,828,1,400,30,30,30
263,Beauty products,47,1479,1,850,25,50,30
263,Home construction,44,373,3,3167,50,21,37
263,Beauty products,29,1038,5,16300,100,25,30
263,Clothes,53,97,1,150,27,13,17
263,Beauty products,56,458,1,1860,39,12,33
263,Clothes,36,218,1,100,20,5,12
263,Beauty products,26,375,1,1600,35,8,35
263,Sports equipments,32,598,5,525,20,15,25
263,Sports equipments,57,955,2,300,17,10,15
263,Clothes,57,673,1,500,16,11,20
263,Clothes,63,3853,12,700,20,10,15
263,Clothes,31,851,3,600,16,30,20
263,Clothes,57,1671,1,730,25,12,18
263,Computer accessories,53,1828,2,650,28,11,15
263,Computer accessories,38,1665,1,2300,17,9,32
263,Office furnitures,42,207,1,1200,40,30,20
263,Sports equipments,53,356,4,300,16,2,11
263,Office furnitures,47,417,4,1150,22,21,16
263,Beauty products,56,678,3,200,16,8,11
263,Beauty products,43,140,1,1500,25,20,35
263,Sports equipments,39,266,1,30000,31,96,73
263,Beauty products,57,558,1,2250,25,25,25
263,Home appliances,41,998,3,1350,22,20,34
263,Agro products,56,1224,3,556,21,16,16
263,Beauty products,23,910,2,1700,20,45,15
263,Agro products,49,468,1,450,26,4,26
263,Clothes,46,458,1,2200,16,2,11
393,Sports equipments,59,1953,1,700,69,11,11
393,Beauty products,53,1494,2,900,26,19,23
393,Sports equipments,57,394,1,1400,30,30,30
393,Beauty products,41,702,1,800,50,10,18
393,Beauty products,55,300,3,1800,60,20,29
393,Home construction,57,1586,6,228,17,12,15
393,Sports equipments,45,1064,1,7183,56,56,18
393,Beauty products,,,,600,35,35,15
393,Home appliances,58,1278,5,450,20,9,15
393,Beauty products,49,964,1,1300,16,30,12
393,Computer accessories,57,1351,5,5800,55,16,26
393,Housewares,49,663,1,2300,45,30,30
393,Books,56,817,1,50,16,8,16
393,Books,51,675,4,314,20,9,14
393,Beauty products,51,729,2,8100,45,24,39
393,Clothes,41,220,1,600,45,15,35
393,Computer accessories,51,462,3,1500,16,26,36
393,Beauty products,51,482,3,617,40,13,25
393,Agro products,32,569,2,700,16,16,16
393,Beauty products,60,1302,4,367,16,16,16
393,Agro products,57,706,1,400,21,14,14
393,Shoes,24,709,4,550,22,15,11
393,Home construction,52,353,1,600,17,18,17
393,Beauty products,57,823,2,50,16,22,11
393,Office furnitures,53,407,1,2850,70,8,17
393,Office furnitures,50,187,1,8250,24,102,30
393,Office furnitures,48,1047,4,100,20,20,20
393,Computer accessories,59,2180,3,12150,63,37,29
393,Books,47,867,1,300,25,10,20
393,Beauty products,52,423,2,150,27,9,26
393,Office furnitures,38,919,3,700,19,6,15
393,Sports equipments,33,751,1,200,16,17,22
393,Clothes,54,739,1,1050,25,10,25
393,Clothes,56,451,1,133,18,4,11
393,Beauty products,43,398,4,150,19,3,11
393,Beauty products,54,476,1,775,23,12,23
393,Office furnitures,54,641,4,2050,33,29,37
393,Beauty products,38,184,4,2400,32,21,24
393,Beauty products,39,386,3,600,16,11,11
393,Beauty products,38,490,1,700,28,15,20
393,Office furnitures,60,1552,3,1450,105,15,15
393,Beauty products,40,509,4,4000,40,40,40
393,Beauty products,27,512,1,6745,62,34,40
393,Beauty products,48,2157,6,1000,33,6,22
393,Stationery,39,161,3,200,20,20,20
393,Electronics,55,383,2,22150,76,46,38
393,Home appliances,36,223,1,550,40,5,30
393,Home construction,53,493,1,5750,40,25,30
393,Home construction,56,267,1,4633,37,34,30
393,Office furnitures,59,2034,6,1775,42,30,31
393,Books,38,165,1,400,20,20,20
393,Sports equipments,33,187,5,7950,40,38,40
393,Office furnitures,44,1165,1,250,16,15,11
393,Beauty products,,,,400,16,5,12
393,Agro products,52,220,1,650,46,10,34
393,Home construction,51,444,2,950,50,16,16
393,Computer accessories,59,941,8,6350,90,15,25
393,Sports equipments,56,582,1,450,16,19,14
393,Computer accessories,52,928,7,1000,16,20,16
393,Home appliances,55,662,1,190,19,16,16
393,Office furnitures,,,,1600,48,8,39
393,Office furnitures,50,548,1,300,16,2,11
393,Beauty products,39,619,1,111,17,10,12
393,Agro products,33,1084,2,200,41,2,29
393,Beauty products,38,492,1,300,18,9,16
393,Beauty products,52,224,2,2400,28,55,37
393,Books,48,354,1,26600,45,15,35
393,Clothes,42,993,1,1050,17,27,17
393,Computer accessories,48,659,1,13300,16,2,11
393,Agro products,36,436,1,400,35,42,18
393,Home construction,50,676,2,2125,28,27,33
393,Home appliances,59,1749,4,950,65,3,45
393,Books,60,651,5,4350,72,4,46
393,Computer accessories,38,459,1,250,18,19,18
393,Beauty products,36,592,1,2300,25,3,65
393,Clothes,59,1013,3,200,20,7,12
393,Home appliances,63,334,1,900,16,30,26
393,Home appliances,43,602,2,500,16,11,11
393,Sports equipments,58,840,1,1750,45,20,45
393,Office furnitures,47,1249,1,400,27,6,25
393,Home construction,38,974,5,119,16,11,14
393,Home construction,44,307,1,375,21,15,16
393,Home construction,32,480,1,500,16,14,11
393,Home construction,40,305,1,1125,30,15,31
393,Agro products,48,868,8,700,16,27,16
393,Agro products,26,729,4,300,20,8,11
393,Agro products,40,354,3,650,28,20,25
393,Beauty products,56,797,5,9950,52,22,52
393,Beauty products,34,472,1,800,30,2,21
393,Beauty products,53,445,2,900,30,45,15
393,Beauty products,,,,400,25,7,11
393,Beauty products,46,486,2,167,16,10,17
393,Agro products,59,743,2,343,28,16,19
393,Beauty products,49,1141,2,400,19,11,37
393,Beauty products,48,389,3,14000,26,66,46
393,Office furnitures,59,1253,1,8075,52,51,17
393,Sports equipments,54,353,2,7400,34,25,17
393,Home construction,52,233,1,300,45,15,35
393,Home construction,48,899,1,150,20,2,14
393,Home construction,59,580,2,200,16,5,20
393,Books,49,267,2,6700,30,10,30
393,Office furnitures,58,471,5,8250,33,35,33
393,Books,51,550,1,5550,23,9,23
393,Office furnitures,55,468,2,350,24,4,12
393,Stationery,47,587,3,1000,28,12,21
393,Toys,53,271,1,1300,45,15,35
393,Toys,36,695,2,300,16,2,11
393,Computer accessories,60,295,2,274,28,15,20
393,Office furnitures,56,1130,2,842,23,20,21
393,Computer accessories,58,824,1,200,16,2,11
393,Toys,28,491,2,150,16,17,11
393,Home appliances,56,470,2,400,80,10,60
393,Beauty products,48,604,1,700,16,13,14
393,Home construction,40,789,1,2850,20,35,20
393,Books,49,249,1,200,16,5,11
393,Beauty products,58,506,4,100,23,2,17
393,Clothes,25,641,2,517,25,26,26
393,Clothes,55,236,1,450,54,4,15
393,Beauty products,58,298,1,6100,36,15,45
393,Beauty products,43,199,1,200,20,13,20
393,Beauty products,43,2239,2,200,17,21,11
393,Books,39,2203,1,500,16,7,13
393,Office furnitures,41,85,2,662,21,26,18
393,Office furnitures,35,795,1,450,30,30,30
393,Home construction,48,523,1,100,80,16,16
393,Beauty products,58,780,2,2600,18,7,30
393,Computer accessories,42,703,3,400,16,16,13
393,Computer accessories,45,1095,9,598,38,30,38
393,Home construction,49,2821,1,450,20,5,14
393,Clothes,50,835,1,250,20,20,20
393,Beauty products,62,313,1,3000,45,15,35
393,Clothes,58,1258,3,178,16,12,11
393,Clothes,55,617,2,29600,42,17,42
393,Computer accessories,22,735,5,800,20,20,20
393,Beauty products,53,197,1,7725,52,26,47
393,Office furnitures,24,678,1,14600,34,12,12
393,Sports equipments,42,521,3,400,16,8,16
393,Sports equipments,63,418,1,1500,45,15,35
393,Office furnitures,60,2170,1,110,33,6,22
393,Computer accessories,47,1170,3,500,16,16,22
393,Home construction,56,1115,2,1185,30,10,21
393,Sports equipments,60,1056,2,8550,27,23,27
393,Sports equipments,53,871,6,500,16,20,16
393,Computer accessories,40,1109,1,28250,34,85,55
393,Stationery,41,521,4,300,16,7,11
393,Stationery,50,988,2,250,16,10,15
393,Home construction,53,555,1,200,20,7,15
393,Beauty products,58,689,5,1550,60,8,33
393,Clothes,60,911,4,400,21,6,13
393,Home construction,47,1054,4,1500,25,17,12
393,Beauty products,42,1112,1,1103,33,15,28
393,Computer accessories,57,652,1,3450,16,15,20
393,Computer accessories,59,297,1,2250,35,10,35
393,Home construction,59,1007,2,400,34,4,16
393,Beauty products,41,754,1,3180,28,22,26
393,Clothes,57,189,1,19100,54,45,43
393,Home construction,32,498,1,200,18,9,16
393,Sports equipments,53,124,3,700,22,13,16
393,Computer accessories,55,133,2,700,50,5,50
393,Computer accessories,39,375,4,267,19,4,12
393,Office furnitures,17,322,2,200,30,2,21
393,Computer accessories,50,296,2,100,16,10,15
393,Stationery,54,1674,1,300,20,8,13
393,Stationery,60,1610,2,250,16,4,11
393,Stationery,50,1041,2,4000,19,60,30
393,Office furnitures,36,610,1,200,20,20,20
393,Clothes,44,3049,3,850,22,22,22
393,Beauty products,26,1322,2,400,26,16,21
174,Computer accessories,29,523,1,14200,105,16,40
174,Stationery,41,100,4,200,34,2,18
174,Stationery,52,1222,1,2800,16,2,11
174,Stationery,57,592,1,1600,40,4,28
174,Stationery,34,219,1,700,30,15,15
174,Stationery,54,688,1,300,22,2,32
174,Home construction,41,1978,1,12200,62,62,19
174,Home construction,30,305,1,100,19,3,11
174,Office furnitures,53,213,1,1650,40,10,30
174,Office furnitures,45,513,2,575,23,26,14
174,Sports equipments,48,213,1,350,16,8,11
174,Beauty products,56,450,2,1050,25,21,18
174,Beauty products,53,2601,1,400,30,16,20
174,Computer accessories,60,335,3,6050,60,10,60
174,Beauty products,53,672,2,275,16,11,11
174,Housewares,59,456,5,600,22,8,22
174,Toys,48,1821,1,150,16,9,11
174,Beauty products,56,444,3,500,16,5,15
174,Clothes,49,423,1,100,16,5,11
174,Books,39,1306,1,1200,30,12,16
174,Beauty products,37,734,10,6100,48,28,31
174,Clothes,39,493,1,2008,45,23,21
174,Beauty products,39,587,2,325,18,13,16
174,Beauty products,44,788,1,275,17,10,12
174,Sports equipments,31,1990,2,1700,22,9,30
174,Clothes,21,1790,7,1025,33,36,31
174,Home appliances,51,910,2,800,47,8,12
174,Books,40,298,2,306,15,21,13
174,Books,43,1177,3,1683,35,17,48
174,Books,50,494,2,163,17,11,16
174,Books,56,788,3,300,22,6,16
174,Books,59,303,2,250,20,4,20
174,Beauty products,54,1954,1,400,16,10,11
174,Beauty products,51,313,4,3250,65,13,36
174,Beauty products,28,371,2,1200,23,12,19
174,Beauty products,42,427,1,30000,50,75,56
174,Books,54,1385,2,2056,39,22,27
174,Stationery,63,935,8,16850,60,40,42
174,Stationery,57,249,1,850,35,20,35
174,Home appliances,49,752,1,200,20,7,14
174,Beauty products,52,348,10,200,18,9,14
174,Beauty products,59,2432,2,400,69,11,11
174,Office furnitures,59,233,1,350,30,20,30
174,Clothes,34,853,1,15150,38,48,38
174,Stationery,56,447,2,175,18,4,12
174,Office furnitures,,,,300,24,24,11
174,Home construction,58,418,1,1650,40,6,30
174,Beauty products,58,264,1,500,45,10,40
174,Beauty products,44,1487,1,1150,30,10,17
174,Office furnitures,29,223,1,1200,42,12,43
174,Clothes,50,1831,3,7600,65,5,47
174,Office furnitures,38,567,1,650,31,18,23
174,Office furnitures,54,193,3,190,20,14,13
174,Computer accessories,45,793,1,206,18,11,14
174,Computer accessories,55,300,1,761,18,15,15
174,Clothes,43,791,2,425,19,12,14
174,Clothes,41,1185,1,200,16,9,10
174,Clothes,24,456,1,50,60,16,11
174,Clothes,46,2123,3,400,18,25,11
174,Clothes,49,786,2,4750,40,25,25
174,Clothes,56,236,3,200,16,8,11
174,Clothes,57,416,1,11950,50,2,37
174,Home appliances,54,940,1,2000,45,30,20
174,Stationery,57,1738,1,596,19,7,15
334,Computer accessories,55,314,1,500,40,15,40
334,Office furnitures,48,417,1,266,28,5,16
334,Home appliances,58,893,1,13700,26,7,11
334,Books,36,508,2,1200,33,10,30
334,Sports equipments,56,122,3,800,22,13,16
334,Office furnitures,32,133,1,200,18,12,16
334,Office furnitures,59,677,1,1275,19,17,23
334,Beauty products,28,2433,3,100,19,7,11
334,Office furnitures,54,472,1,1500,46,9,37
334,Computer accessories,44,1031,1,493,18,17,16
334,Books,51,517,1,1000,16,10,16
334,Beauty products,57,918,1,5050,35,20,20
334,Computer accessories,60,587,2,725,60,8,33
334,Home construction,45,702,1,367,19,13,19
334,Clothes,55,1086,1,27200,48,45,56
334,Clothes,40,360,5,200,16,12,14
334,Clothes,59,1066,4,100,24,2,17
334,Clothes,51,595,6,350,16,2,11
334,Books,42,510,1,283,18,14,14
334,Sports equipments,51,753,2,300,16,11,20
334,Beauty products,57,799,2,2400,31,43,21
334,Sports equipments,59,1582,4,6100,31,29,41
334,Computer accessories,60,818,6,300,17,4,12
334,Beauty products,55,2021,5,588,25,30,28
334,Beauty products,45,520,1,350,16,15,15
334,Home construction,51,527,1,7750,49,25,49
334,Computer accessories,38,1303,2,1250,52,7,11
334,Beauty products,57,1620,1,2250,16,40,16
334,Office furnitures,58,667,3,350,17,4,12
334,Beauty products,60,605,4,600,20,20,20
334,Books,48,874,1,1050,42,25,15
334,Beauty products,59,183,2,200,16,2,11
334,Toys,57,1230,1,700,60,10,20
334,Sports equipments,46,857,1,700,16,16,11
334,Beauty products,33,509,1,9100,42,13,39
334,Sports equipments,46,655,1,450,18,12,14
334,Computer accessories,63,924,5,300,25,12,18
334,Clothes,33,254,1,1250,33,9,38
334,Clothes,41,1670,5,3750,36,16,36
334,Clothes,46,2604,2,5879,30,25,19
455,Office furnitures,60,850,1,417,25,7,22
455,Sports equipments,59,2432,3,1200,16,11,11
455,Beauty products,59,2400,2,2130,23,17,19
455,Home appliances,55,766,3,6450,72,22,52
455,Beauty products,56,1661,3,500,16,21,18
455,Computer accessories,47,534,2,11250,40,40,30
455,Computer accessories,56,187,3,100,16,2,11
455,Home appliances,60,2462,5,1100,22,13,18
455,Beauty products,38,435,1,188,22,12,21
455,Books,42,639,1,300,19,12,13
